Sample in Buffer,Sample in Window,TRIGGER,U_cpu/inst[31:0],debug_wb_pc[31:0],debug_wb_rf_wdata[31:0],debug_wb_rf_addr[4:0],clk_IBUF_BUFG,debug_wb_rf_wen,p_0_in
683,683,0,00223826,00000018,00000002,07,0,1,1
684,684,0,0022402a,0000001c,00000001,08,0,1,1
685,685,0,ac010008,00000020,00000000,00,0,0,1
686,686,0,ac020004,00000024,00000000,00,0,0,1
687,687,0,10050002,00000028,00000000,00,0,0,1
688,688,0,0800000f,00000034,00000000,00,0,0,1
689,689,0,8c000000,0000003c,00000002,00,0,1,1
690,690,0,00000000,00000040,00000000,00,0,0,1
691,691,0,08000000,00000044,00000000,00,0,0,1
692,692,0,8c010004,00000000,00000000,01,0,1,1
693,693,0,8c020008,00000004,00000002,02,0,1,1
694,694,0,00221820,00000008,00000002,03,0,1,1
695,695,0,00222022,0000000c,fffffffe,04,0,1,1
696,696,0,00222824,00000010,00000000,05,0,1,1
697,697,0,00223025,00000014,00000002,06,0,1,1
698,698,0,00223826,00000018,00000002,07,0,1,1
699,699,0,0022402a,0000001c,00000001,08,0,1,1
700,700,0,ac010008,00000020,00000000,00,0,0,1
701,701,0,ac020004,00000024,00000000,00,0,0,1
702,702,0,10050002,00000028,00000000,00,0,0,1
703,703,0,0800000f,00000034,00000000,00,0,0,1
704,704,0,8c000000,0000003c,00000002,00,0,1,1
705,705,0,00000000,00000040,00000000,00,0,0,1
706,706,0,08000000,00000044,00000000,00,0,0,1
707,707,0,8c010004,00000000,00000000,01,0,1,1
708,708,0,8c020008,00000004,00000002,02,0,1,1
709,709,0,00221820,00000008,00000002,03,0,1,1
710,710,0,00222022,0000000c,fffffffe,04,0,1,1
711,711,0,00222824,00000010,00000000,05,0,1,1
712,712,0,00223025,00000014,00000002,06,0,1,1
713,713,0,00223826,00000018,00000002,07,0,1,1
714,714,0,0022402a,0000001c,00000001,08,0,1,1
715,715,0,ac010008,00000020,00000000,00,0,0,1
716,716,0,ac020004,00000024,00000000,00,0,0,1
717,717,0,10050002,00000028,00000000,00,0,0,1
718,718,0,0800000f,00000034,00000000,00,0,0,1
719,719,0,8c000000,0000003c,00000002,00,0,1,1
720,720,0,00000000,00000040,00000000,00,0,0,1
721,721,0,08000000,00000044,00000000,00,0,0,1
722,722,0,8c010004,00000000,00000000,01,0,1,1
723,723,0,8c020008,00000004,00000002,02,0,1,1
724,724,0,00221820,00000008,00000002,03,0,1,1
725,725,0,00222022,0000000c,fffffffe,04,0,1,1
726,726,0,00222824,00000010,00000000,05,0,1,1
727,727,0,00223025,00000014,00000002,06,0,1,1
728,728,0,00223826,00000018,00000002,07,0,1,1
729,729,0,0022402a,0000001c,00000001,08,0,1,1
730,730,0,ac010008,00000020,00000000,00,0,0,1
731,731,0,ac020004,00000024,00000000,00,0,0,1
732,732,0,10050002,00000028,00000000,00,0,0,1
733,733,0,0800000f,00000034,00000000,00,0,0,1
734,734,0,8c000000,0000003c,00000002,00,0,1,1
735,735,0,00000000,00000040,00000000,00,0,0,1
736,736,0,08000000,00000044,00000000,00,0,0,1
737,737,0,8c010004,00000000,00000000,01,0,1,1
738,738,0,8c020008,00000004,00000002,02,0,1,1
739,739,0,00221820,00000008,00000002,03,0,1,1
740,740,0,00222022,0000000c,fffffffe,04,0,1,1
741,741,0,00222824,00000010,00000000,05,0,1,1
742,742,0,00223025,00000014,00000002,06,0,1,1
743,743,0,00223826,00000018,00000002,07,0,1,1
744,744,0,0022402a,0000001c,00000001,08,0,1,1
745,745,0,ac010008,00000020,00000000,00,0,0,1
746,746,0,ac020004,00000024,00000000,00,0,0,1
747,747,0,10050002,00000028,00000000,00,0,0,1
748,748,0,0800000f,00000034,00000000,00,0,0,1
749,749,0,8c000000,0000003c,00000002,00,0,1,1
750,750,0,00000000,00000040,00000000,00,0,0,1
751,751,0,08000000,00000044,00000000,00,0,0,1
752,752,0,8c010004,00000000,00000000,01,0,1,1
753,753,0,8c020008,00000004,00000002,02,0,1,1
754,754,0,00221820,00000008,00000002,03,0,1,1
755,755,0,00222022,0000000c,fffffffe,04,0,1,1
756,756,0,00222824,00000010,00000000,05,0,1,1
757,757,0,00223025,00000014,00000002,06,0,1,1
758,758,0,00223826,00000018,00000002,07,0,1,1
759,759,0,0022402a,0000001c,00000001,08,0,1,1
760,760,0,ac010008,00000020,00000000,00,0,0,1
761,761,0,ac020004,00000024,00000000,00,0,0,1
762,762,0,10050002,00000028,00000000,00,0,0,1
763,763,0,0800000f,00000034,00000000,00,0,0,1
764,764,0,8c000000,0000003c,00000002,00,0,1,1
765,765,0,00000000,00000040,00000000,00,0,0,1
766,766,0,08000000,00000044,00000000,00,0,0,1
767,767,0,8c010004,00000000,00000000,01,0,1,1
768,768,0,8c020008,00000004,00000002,02,0,1,1
769,769,0,00221820,00000008,00000002,03,0,1,1
770,770,0,00222022,0000000c,fffffffe,04,0,1,1
771,771,0,00222824,00000010,00000000,05,0,1,1
772,772,0,00223025,00000014,00000002,06,0,1,1
773,773,0,00223826,00000018,00000002,07,0,1,1
774,774,0,0022402a,0000001c,00000001,08,0,1,1
775,775,0,ac010008,00000020,00000000,00,0,0,1
776,776,0,ac020004,00000024,00000000,00,0,0,1
777,777,0,10050002,00000028,00000000,00,0,0,1
778,778,0,0800000f,00000034,00000000,00,0,0,1
779,779,0,8c000000,0000003c,00000002,00,0,1,1
780,780,0,00000000,00000040,00000000,00,0,0,1
781,781,0,08000000,00000044,00000000,00,0,0,1
782,782,0,8c010004,00000000,00000000,01,0,1,1
783,783,0,8c020008,00000004,00000002,02,0,1,1
784,784,0,00221820,00000008,00000002,03,0,1,1
785,785,0,00222022,0000000c,fffffffe,04,0,1,1
786,786,0,00222824,00000010,00000000,05,0,1,1
787,787,0,00223025,00000014,00000002,06,0,1,1
788,788,0,00223826,00000018,00000002,07,0,1,1
789,789,0,0022402a,0000001c,00000001,08,0,1,1
790,790,0,ac010008,00000020,00000000,00,0,0,1
791,791,0,ac020004,00000024,00000000,00,0,0,1
792,792,0,10050002,00000028,00000000,00,0,0,1
793,793,0,0800000f,00000034,00000000,00,0,0,1
794,794,0,8c000000,0000003c,00000002,00,0,1,1
795,795,0,00000000,00000040,00000000,00,0,0,1
796,796,0,08000000,00000044,00000000,00,0,0,1
797,797,0,8c010004,00000000,00000000,01,0,1,1
798,798,0,8c020008,00000004,00000002,02,0,1,1
799,799,0,00221820,00000008,00000002,03,0,1,1
800,800,0,00222022,0000000c,fffffffe,04,0,1,1
801,801,0,00222824,00000010,00000000,05,0,1,1
802,802,0,00223025,00000014,00000002,06,0,1,1
803,803,0,00223826,00000018,00000002,07,0,1,1
804,804,0,0022402a,0000001c,00000001,08,0,1,1
805,805,0,ac010008,00000020,00000000,00,0,0,1
806,806,0,ac020004,00000024,00000000,00,0,0,1
807,807,0,10050002,00000028,00000000,00,0,0,1
808,808,0,0800000f,00000034,00000000,00,0,0,1
809,809,0,8c000000,0000003c,00000002,00,0,1,1
810,810,0,00000000,00000040,00000000,00,0,0,1
811,811,0,08000000,00000044,00000000,00,0,0,1
812,812,0,8c010004,00000000,00000000,01,0,1,1
813,813,0,8c020008,00000004,00000002,02,0,1,1
814,814,0,00221820,00000008,00000002,03,0,1,1
815,815,0,00222022,0000000c,fffffffe,04,0,1,1
816,816,0,00222824,00000010,00000000,05,0,1,1
817,817,0,00223025,00000014,00000002,06,0,1,1
818,818,0,00223826,00000018,00000002,07,0,1,1
819,819,0,0022402a,0000001c,00000001,08,0,1,1
820,820,0,ac010008,00000020,00000000,00,0,0,1
821,821,0,ac020004,00000024,00000000,00,0,0,1
822,822,0,10050002,00000028,00000000,00,0,0,1
823,823,0,0800000f,00000034,00000000,00,0,0,1
824,824,0,8c000000,0000003c,00000002,00,0,1,1
825,825,0,00000000,00000040,00000000,00,0,0,1
826,826,0,08000000,00000044,00000000,00,0,0,1
827,827,0,8c010004,00000000,00000000,01,0,1,1
828,828,0,8c020008,00000004,00000002,02,0,1,1
829,829,0,00221820,00000008,00000002,03,0,1,1
830,830,0,00222022,0000000c,fffffffe,04,0,1,1
831,831,0,00222824,00000010,00000000,05,0,1,1
832,832,0,00223025,00000014,00000002,06,0,1,1
833,833,0,00223826,00000018,00000002,07,0,1,1
834,834,0,0022402a,0000001c,00000001,08,0,1,1
835,835,0,ac010008,00000020,00000000,00,0,0,1
836,836,0,ac020004,00000024,00000000,00,0,0,1
837,837,0,10050002,00000028,00000000,00,0,0,1
838,838,0,0800000f,00000034,00000000,00,0,0,1
839,839,0,8c000000,0000003c,00000002,00,0,1,1
840,840,0,00000000,00000040,00000000,00,0,0,1
841,841,0,08000000,00000044,00000000,00,0,0,1
842,842,0,8c010004,00000000,00000000,01,0,1,1
843,843,0,8c020008,00000004,00000002,02,0,1,1
844,844,0,00221820,00000008,00000002,03,0,1,1
845,845,0,00222022,0000000c,fffffffe,04,0,1,1
846,846,0,00222824,00000010,00000000,05,0,1,1
847,847,0,00223025,00000014,00000002,06,0,1,1
848,848,0,00223826,00000018,00000002,07,0,1,1
849,849,0,0022402a,0000001c,00000001,08,0,1,1
850,850,0,ac010008,00000020,00000000,00,0,0,1
851,851,0,ac020004,00000024,00000000,00,0,0,1
852,852,0,10050002,00000028,00000000,00,0,0,1
853,853,0,0800000f,00000034,00000000,00,0,0,1
854,854,0,8c000000,0000003c,00000002,00,0,1,1
855,855,0,00000000,00000040,00000000,00,0,0,1
856,856,0,08000000,00000044,00000000,00,0,0,1
857,857,0,8c010004,00000000,00000000,01,0,1,1
858,858,0,8c020008,00000004,00000002,02,0,1,1
859,859,0,00221820,00000008,00000002,03,0,1,1
860,860,0,00222022,0000000c,fffffffe,04,0,1,1
861,861,0,00222824,00000010,00000000,05,0,1,1
862,862,0,00223025,00000014,00000002,06,0,1,1
863,863,0,00223826,00000018,00000002,07,0,1,1
864,864,0,0022402a,0000001c,00000001,08,0,1,1
865,865,0,ac010008,00000020,00000000,00,0,0,1
866,866,0,ac020004,00000024,00000000,00,0,0,1
867,867,0,10050002,00000028,00000000,00,0,0,1
868,868,0,0800000f,00000034,00000000,00,0,0,1
869,869,0,8c000000,0000003c,00000002,00,0,1,1
870,870,0,00000000,00000040,00000000,00,0,0,1
871,871,0,08000000,00000044,00000000,00,0,0,1
872,872,0,8c010004,00000000,00000000,01,0,1,1
873,873,0,8c020008,00000004,00000002,02,0,1,1
874,874,0,00221820,00000008,00000002,03,0,1,1
875,875,0,00222022,0000000c,fffffffe,04,0,1,1
876,876,0,00222824,00000010,00000000,05,0,1,1
877,877,0,00223025,00000014,00000002,06,0,1,1
878,878,0,00223826,00000018,00000002,07,0,1,1
879,879,0,0022402a,0000001c,00000001,08,0,1,1
880,880,0,ac010008,00000020,00000000,00,0,0,1
881,881,0,ac020004,00000024,00000000,00,0,0,1
882,882,0,10050002,00000028,00000000,00,0,0,1
883,883,0,0800000f,00000034,00000000,00,0,0,1
884,884,0,8c000000,0000003c,00000002,00,0,1,1
885,885,0,00000000,00000040,00000000,00,0,0,1
886,886,0,08000000,00000044,00000000,00,0,0,1
887,887,0,8c010004,00000000,00000000,01,0,1,1
888,888,0,8c020008,00000004,00000002,02,0,1,1
889,889,0,00221820,00000008,00000002,03,0,1,1
890,890,0,00222022,0000000c,fffffffe,04,0,1,1
891,891,0,00222824,00000010,00000000,05,0,1,1
892,892,0,00223025,00000014,00000002,06,0,1,1
893,893,0,00223826,00000018,00000002,07,0,1,1
894,894,0,0022402a,0000001c,00000001,08,0,1,1
895,895,0,ac010008,00000020,00000000,00,0,0,1
896,896,0,ac020004,00000024,00000000,00,0,0,1
897,897,0,10050002,00000028,00000000,00,0,0,1
898,898,0,0800000f,00000034,00000000,00,0,0,1
899,899,0,8c000000,0000003c,00000002,00,0,1,1
900,900,0,00000000,00000040,00000000,00,0,0,1
901,901,0,08000000,00000044,00000000,00,0,0,1
902,902,0,8c010004,00000000,00000000,01,0,1,1
903,903,0,8c020008,00000004,00000002,02,0,1,1
904,904,0,00221820,00000008,00000002,03,0,1,1
905,905,0,00222022,0000000c,fffffffe,04,0,1,1
906,906,0,00222824,00000010,00000000,05,0,1,1
907,907,0,00223025,00000014,00000002,06,0,1,1
908,908,0,00223826,00000018,00000002,07,0,1,1
909,909,0,0022402a,0000001c,00000001,08,0,1,1
910,910,0,ac010008,00000020,00000000,00,0,0,1
911,911,0,ac020004,00000024,00000000,00,0,0,1
912,912,0,10050002,00000028,00000000,00,0,0,1
913,913,0,0800000f,00000034,00000000,00,0,0,1
914,914,0,8c000000,0000003c,00000002,00,0,1,1
915,915,0,00000000,00000040,00000000,00,0,0,1
916,916,0,08000000,00000044,00000000,00,0,0,1
917,917,0,8c010004,00000000,00000000,01,0,1,1
918,918,0,8c020008,00000004,00000002,02,0,1,1
919,919,0,00221820,00000008,00000002,03,0,1,1
920,920,0,00222022,0000000c,fffffffe,04,0,1,1
921,921,0,00222824,00000010,00000000,05,0,1,1
922,922,0,00223025,00000014,00000002,06,0,1,1
923,923,0,00223826,00000018,00000002,07,0,1,1
924,924,0,0022402a,0000001c,00000001,08,0,1,1
925,925,0,ac010008,00000020,00000000,00,0,0,1
926,926,0,ac020004,00000024,00000000,00,0,0,1
927,927,0,10050002,00000028,00000000,00,0,0,1
928,928,0,0800000f,00000034,00000000,00,0,0,1
929,929,0,8c000000,0000003c,00000002,00,0,1,1
930,930,0,00000000,00000040,00000000,00,0,0,1
931,931,0,08000000,00000044,00000000,00,0,0,1
932,932,0,8c010004,00000000,00000000,01,0,1,1
933,933,0,8c020008,00000004,00000002,02,0,1,1
934,934,0,00221820,00000008,00000002,03,0,1,1
935,935,0,00222022,0000000c,fffffffe,04,0,1,1
936,936,0,00222824,00000010,00000000,05,0,1,1
937,937,0,00223025,00000014,00000002,06,0,1,1
938,938,0,00223826,00000018,00000002,07,0,1,1
939,939,0,0022402a,0000001c,00000001,08,0,1,1
940,940,0,ac010008,00000020,00000000,00,0,0,1
941,941,0,ac020004,00000024,00000000,00,0,0,1
942,942,0,10050002,00000028,00000000,00,0,0,1
943,943,0,0800000f,00000034,00000000,00,0,0,1
944,944,0,8c000000,0000003c,00000002,00,0,1,1
945,945,0,00000000,00000040,00000000,00,0,0,1
946,946,0,08000000,00000044,00000000,00,0,0,1
947,947,0,8c010004,00000000,00000000,01,0,1,1
948,948,0,8c020008,00000004,00000002,02,0,1,1
949,949,0,00221820,00000008,00000002,03,0,1,1
950,950,0,00222022,0000000c,fffffffe,04,0,1,1
951,951,0,00222824,00000010,00000000,05,0,1,1
952,952,0,00223025,00000014,00000002,06,0,1,1
953,953,0,00223826,00000018,00000002,07,0,1,1
954,954,0,0022402a,0000001c,00000001,08,0,1,1
955,955,0,ac010008,00000020,00000000,00,0,0,1
956,956,0,ac020004,00000024,00000000,00,0,0,1
957,957,0,10050002,00000028,00000000,00,0,0,1
958,958,0,0800000f,00000034,00000000,00,0,0,1
959,959,0,8c000000,0000003c,00000002,00,0,1,1
960,960,0,00000000,00000040,00000000,00,0,0,1
961,961,0,08000000,00000044,00000000,00,0,0,1
962,962,0,8c010004,00000000,00000000,01,0,1,1
963,963,0,8c020008,00000004,00000002,02,0,1,1
964,964,0,00221820,00000008,00000002,03,0,1,1
965,965,0,00222022,0000000c,fffffffe,04,0,1,1
966,966,0,00222824,00000010,00000000,05,0,1,1
967,967,0,00223025,00000014,00000002,06,0,1,1
968,968,0,00223826,00000018,00000002,07,0,1,1
969,969,0,0022402a,0000001c,00000001,08,0,1,1
970,970,0,ac010008,00000020,00000000,00,0,0,1
971,971,0,ac020004,00000024,00000000,00,0,0,1
972,972,0,10050002,00000028,00000000,00,0,0,1
973,973,0,0800000f,00000034,00000000,00,0,0,1
974,974,0,8c000000,0000003c,00000002,00,0,1,1
975,975,0,00000000,00000040,00000000,00,0,0,1
976,976,0,08000000,00000044,00000000,00,0,0,1
977,977,0,8c010004,00000000,00000000,01,0,1,1
978,978,0,8c020008,00000004,00000002,02,0,1,1
979,979,0,00221820,00000008,00000002,03,0,1,1
980,980,0,00222022,0000000c,fffffffe,04,0,1,1
981,981,0,00222824,00000010,00000000,05,0,1,1
982,982,0,00223025,00000014,00000002,06,0,1,1
983,983,0,00223826,00000018,00000002,07,0,1,1
984,984,0,0022402a,0000001c,00000001,08,0,1,1
985,985,0,ac010008,00000020,00000000,00,0,0,1
986,986,0,ac020004,00000024,00000000,00,0,0,1
987,987,0,10050002,00000028,00000000,00,0,0,1
988,988,0,0800000f,00000034,00000000,00,0,0,1
989,989,0,8c000000,0000003c,00000002,00,0,1,1
990,990,0,00000000,00000040,00000000,00,0,0,1
991,991,0,08000000,00000044,00000000,00,0,0,1
992,992,0,8c010004,00000000,00000000,01,0,1,1
993,993,0,8c020008,00000004,00000002,02,0,1,1
994,994,0,00221820,00000008,00000002,03,0,1,1
995,995,0,00222022,0000000c,fffffffe,04,0,1,1
996,996,0,00222824,00000010,00000000,05,0,1,1
997,997,0,00223025,00000014,00000002,06,0,1,1
998,998,0,00223826,00000018,00000002,07,0,1,1
999,999,0,0022402a,0000001c,00000001,08,0,1,1
1000,1000,0,ac010008,00000020,00000000,00,0,0,1
1001,1001,0,ac020004,00000024,00000000,00,0,0,1
1002,1002,0,10050002,00000028,00000000,00,0,0,1
1003,1003,0,0800000f,00000034,00000000,00,0,0,1
1004,1004,0,8c000000,0000003c,00000002,00,0,1,1
1005,1005,0,00000000,00000040,00000000,00,0,0,1
1006,1006,0,08000000,00000044,00000000,00,0,0,1
1007,1007,0,8c010004,00000000,00000000,01,0,1,1
1008,1008,0,8c020008,00000004,00000002,02,0,1,1
1009,1009,0,00221820,00000008,00000002,03,0,1,1
1010,1010,0,00222022,0000000c,fffffffe,04,0,1,1
1011,1011,0,00222824,00000010,00000000,05,0,1,1
1012,1012,0,00223025,00000014,00000002,06,0,1,1
1013,1013,0,00223826,00000018,00000002,07,0,1,1
1014,1014,0,0022402a,0000001c,00000001,08,0,1,1
1015,1015,0,ac010008,00000020,00000000,00,0,0,1
1016,1016,0,ac020004,00000024,00000000,00,0,0,1
1017,1017,0,10050002,00000028,00000000,00,0,0,1
1018,1018,0,0800000f,00000034,00000000,00,0,0,1
1019,1019,0,8c000000,0000003c,00000002,00,0,1,1
1020,1020,0,00000000,00000040,00000000,00,0,0,1
1021,1021,0,08000000,00000044,00000000,00,0,0,1
1022,1022,0,8c010004,00000000,00000000,01,0,1,1
1023,1023,0,8c020008,00000004,00000002,02,0,1,1
